ID_Post	Headline	Body	Status	ArgumentsUsed	Discriminating	Inappropriate	OffTopic	PersonalStories	PossiblyFeedback	SentimentNegative	SentimentNeutral	SentimentPositive	HeadBody	new_labels
186974	Das überfordet ihn	Er mag sicher keinen Ton oder Lehm. Bei 0.1 % Kreavität bringt sogar eine Wespe mehr zusammmen ;)	online			Inappropriate				SentimentNegative			Das überfordet ihn Er mag sicher keinen Ton oder Lehm. Bei 0.1 % Kreavität bringt sogar eine Wespe mehr zusammmen ;)	online   Inappropriate    SentimentNegative  
187159	Also ich habe mich viel mehr gefreut als ich mit der tollen Mannschaft die RBS hatte bei international tollen Auftritten mitfiebern konnte	"Das sage ich als alter Violetter. ABER

Verdient hat sich RBS diese Blamage allerdings mit dem was im letzten halben Jahr über die Bühne gegangen ist. Rangnick, der sich für den Messias hält und was geht nach Leipzig geholt hat, um dort als Trainer brillieren zu können. Die Aussage, die Abgänge sind kein Problem, es gibt genug Junge mit denen die entstanden Lücken gefüllt werden können, gepaart mit dem entsprechende Trainer, zeigen schon eine Form von Größenwahn über deren Bestrafung man sich durchaus freuen kann."	online	ArgumentsUsed							SentimentNeutral		"Also ich habe mich viel mehr gefreut als ich mit der tollen Mannschaft die RBS hatte bei international tollen Auftritten mitfiebern konnte Das sage ich als alter Violetter. ABER

Verdient hat sich RBS diese Blamage allerdings mit dem was im letzten halben Jahr über die Bühne gegangen ist. Rangnick, der sich für den Messias hält und was geht nach Leipzig geholt hat, um dort als Trainer brillieren zu können. Die Aussage, die Abgänge sind kein Problem, es gibt genug Junge mit denen die entstanden Lücken gefüllt werden können, gepaart mit dem entsprechende Trainer, zeigen schon eine Form von Größenwahn über deren Bestrafung man sich durchaus freuen kann."	online ArgumentsUsed       SentimentNeutral 
956010		Preis und kategorie?	online				OffTopic			SentimentNegative			 Preis und kategorie?	online    OffTopic   SentimentNegative  
941948		ich frage mich ernsthaft wieso man für so ein video rot gibt...	online	ArgumentsUsed							SentimentNeutral		 ich frage mich ernsthaft wieso man für so ein video rot gibt...	online ArgumentsUsed       SentimentNeutral 
187778		Nur ein Viertel davon geht in die Bundesbetreuung, 75 % kommen bei Freunden, Verwandten und sonst wie unter.	online	ArgumentsUsed							SentimentNeutral		 Nur ein Viertel davon geht in die Bundesbetreuung, 75 % kommen bei Freunden, Verwandten und sonst wie unter.	online ArgumentsUsed       SentimentNeutral 
954390		Perisic war für den BVB zu schwach.	online	ArgumentsUsed							SentimentNeutral		 Perisic war für den BVB zu schwach.	online ArgumentsUsed       SentimentNeutral 
187787		weg mit dem speck hat bei mir noch immer nicht funktioniert.	online					PersonalStories			SentimentNeutral		 weg mit dem speck hat bei mir noch immer nicht funktioniert.	online     PersonalStories   SentimentNeutral 
188570	Da hat sich Deine Oma aber geirrt!	Den Blauen tuts schon weh wenn man schief hinschaut.	online			Inappropriate				SentimentNegative			Da hat sich Deine Oma aber geirrt! Den Blauen tuts schon weh wenn man schief hinschaut.	online   Inappropriate    SentimentNegative  
950955		"facepalm!


Das Thema ist bei Dir vorbeigeschrammt - es wird untersucht warum Google den Netzbetreibern aufgezwungen hat Google-Search udgl. zwingend zu installieren."	online	ArgumentsUsed							SentimentNeutral		" facepalm!


Das Thema ist bei Dir vorbeigeschrammt - es wird untersucht warum Google den Netzbetreibern aufgezwungen hat Google-Search udgl. zwingend zu installieren."	online ArgumentsUsed       SentimentNeutral 
949976	Auszug aus dem Wikipedia-Beitrag zu Belgien:	"""Etwa 75 Prozent der belgischen Staatsbürger sind römisch-katholisch, rund 1 Prozent gehören der Vereinigten Protestantischen Kirche an und 8 Prozent islamischen Gemeinden.[30] Der Anteil nicht konfessionell gebundener Menschen beträgt etwa 16 Prozent.

Im Jahr 2011 lebten eine Million Einwohner mit muslimischem Hintergrund in dem Land.[30] Muslime stellen 22 Prozent[34] der Bevölkerung in Brüssel, 4,0 Prozent in Wallonien und 3,9 Prozent in Flandern. Die Mehrheit der belgischen Muslime lebt in den großen Städten wie beispielsweise Antwerpen, Brüssel und Charleroi. Die größte Gruppe der Einwanderer in Belgien sind Marokkaner mit 400.000[30] Menschen. Die Türken sind die drittgrößte Einwanderergruppe..."""	online	ArgumentsUsed		Inappropriate				SentimentNegative			"Auszug aus dem Wikipedia-Beitrag zu Belgien: ""Etwa 75 Prozent der belgischen Staatsbürger sind römisch-katholisch, rund 1 Prozent gehören der Vereinigten Protestantischen Kirche an und 8 Prozent islamischen Gemeinden.[30] Der Anteil nicht konfessionell gebundener Menschen beträgt etwa 16 Prozent.

Im Jahr 2011 lebten eine Million Einwohner mit muslimischem Hintergrund in dem Land.[30] Muslime stellen 22 Prozent[34] der Bevölkerung in Brüssel, 4,0 Prozent in Wallonien und 3,9 Prozent in Flandern. Die Mehrheit der belgischen Muslime lebt in den großen Städten wie beispielsweise Antwerpen, Brüssel und Charleroi. Die größte Gruppe der Einwanderer in Belgien sind Marokkaner mit 400.000[30] Menschen. Die Türken sind die drittgrößte Einwanderergruppe..."""	online ArgumentsUsed  Inappropriate    SentimentNegative  
190448		"richtig. 
das einzige was hilft ist, die lohnnebenkosten für arbeitgeber dauerhaft senken. wir rechnen in unserem betrieb auch dauernd durch. mehrstunden sind immer billiger und auch von den meisten durchaus gewollt."	online	ArgumentsUsed							SentimentNeutral		" richtig. 
das einzige was hilft ist, die lohnnebenkosten für arbeitgeber dauerhaft senken. wir rechnen in unserem betrieb auch dauernd durch. mehrstunden sind immer billiger und auch von den meisten durchaus gewollt."	online ArgumentsUsed       SentimentNeutral 
190663		"Wir sind nicht die Formel1, sondern die österr. Fußball-Bundesliga. 

Wenn Du den Unterschied nicht kennst, und abgesehen davon nicht weißt, welche extremen finanziellen Probleme heutzutage in der Formel1 herrschen, dann tut's mir leid für Dich."	online	ArgumentsUsed		Inappropriate				SentimentNegative			" Wir sind nicht die Formel1, sondern die österr. Fußball-Bundesliga. 

Wenn Du den Unterschied nicht kennst, und abgesehen davon nicht weißt, welche extremen finanziellen Probleme heutzutage in der Formel1 herrschen, dann tut's mir leid für Dich."	online ArgumentsUsed  Inappropriate    SentimentNegative  
191486		Guck an, der Wissende ...	deleted				OffTopic			SentimentNegative			 Guck an, der Wissende ...	deleted    OffTopic   SentimentNegative  
944902	"""Nicht auf Anhieb reine Freude"" - das ist doch lächerlich"	"Der ""keine Freude""-Sager ist seit Jahren, wenn nicht Jahrzehnten der Code von Rechtsextremisten  und NS-Verharmlosern, inklusive der FPÖ-Prominenz, die einen düsteren Mummenschanz bei der Krypta am Heldenplatz veranstaltete."	online						PossiblyFeedback		SentimentNeutral		"""Nicht auf Anhieb reine Freude"" - das ist doch lächerlich Der ""keine Freude""-Sager ist seit Jahren, wenn nicht Jahrzehnten der Code von Rechtsextremisten  und NS-Verharmlosern, inklusive der FPÖ-Prominenz, die einen düsteren Mummenschanz bei der Krypta am Heldenplatz veranstaltete."	online      PossiblyFeedback  SentimentNeutral 
942393	Dieser Paragraph unterdrückt mich als als überzeugten Atheisten	"Wer nimmt auf meine ""Gefühle"" Rücksicht?"	online							SentimentNegative			"Dieser Paragraph unterdrückt mich als als überzeugten Atheisten Wer nimmt auf meine ""Gefühle"" Rücksicht?"	online       SentimentNegative  
191844		Die Meister aus Ost und West werden sich wohl bald zusammenfinden, um einen aus ihren Reihen zum neuen Abt zu küren, aber erst, nachdem er die 36 Kammern durchlaufen und im Rahmen eines Turnieres die Macht seines Kung Fus unter Beweis gestellt hat! Ihm wird es dann hoffentlich gelingen, die ewige Frage zu klären, nämlich ob der Kranich-Stil der Tiger-Schule überlegen ist oder oder nicht!	online	ArgumentsUsed							SentimentNeutral		 Die Meister aus Ost und West werden sich wohl bald zusammenfinden, um einen aus ihren Reihen zum neuen Abt zu küren, aber erst, nachdem er die 36 Kammern durchlaufen und im Rahmen eines Turnieres die Macht seines Kung Fus unter Beweis gestellt hat! Ihm wird es dann hoffentlich gelingen, die ewige Frage zu klären, nämlich ob der Kranich-Stil der Tiger-Schule überlegen ist oder oder nicht!	online ArgumentsUsed       SentimentNeutral 
193801	Ja. Es kommen auch Nazis aus anderen Ländern nach Braunau. Aber offenbar	.. sind nur die ungarischen so blöd, dies im Vorhinein bereits bekannt zu geben ...	online								SentimentNeutral		Ja. Es kommen auch Nazis aus anderen Ländern nach Braunau. Aber offenbar .. sind nur die ungarischen so blöd, dies im Vorhinein bereits bekannt zu geben ...	online        SentimentNeutral 
942203		Das Filmmuseum hat immer wieder leiwande Sachen, ich empfehl das mal blind :)	online							SentimentNegative			 Das Filmmuseum hat immer wieder leiwande Sachen, ich empfehl das mal blind :)	online       SentimentNegative  
923818		seltene Krankheit - wird bei uns in Staatsgewahrsam natürlich behandelt.	online	ArgumentsUsed						SentimentNegative			 seltene Krankheit - wird bei uns in Staatsgewahrsam natürlich behandelt.	online ArgumentsUsed      SentimentNegative  
923817	es gibt keine Statistik über Verbrechensopfer in Ö	"VERBRECHENSOPFER IN Ö (es gibt keine Statistik über Verbrechensopfer in Ö, wie im Rechnungshofbericht bemängelt wurde).
http://www.mobbing-konkret.at/verbrechensopfer-in-%C3%B6/

Im Artikel ""Opfer falsch verstandener Humanität""  von HOZA (erschienen in ""Soziale Sicherheit"" HVB wird u.a. auch das dzt. (bereits kollabierte?) Justizsystem  beleuchtet (nebst Erklärung der - oft missverstandenen - Notwehrgesetze).
http://manfred-hoza.jimdo.com/artikel/

Siehe auch: Asylantengewalt und deren Opfer
http://www.mobbing-konkret.at/asyl-asylindustrie/gewalttaten-u-gruppenvergewaltigungen-asylwerber/"	deleted							SentimentNegative			"es gibt keine Statistik über Verbrechensopfer in Ö VERBRECHENSOPFER IN Ö (es gibt keine Statistik über Verbrechensopfer in Ö, wie im Rechnungshofbericht bemängelt wurde).
http://www.mobbing-konkret.at/verbrechensopfer-in-%C3%B6/

Im Artikel ""Opfer falsch verstandener Humanität""  von HOZA (erschienen in ""Soziale Sicherheit"" HVB wird u.a. auch das dzt. (bereits kollabierte?) Justizsystem  beleuchtet (nebst Erklärung der - oft missverstandenen - Notwehrgesetze).
http://manfred-hoza.jimdo.com/artikel/

Siehe auch: Asylantengewalt und deren Opfer
http://www.mobbing-konkret.at/asyl-asylindustrie/gewalttaten-u-gruppenvergewaltigungen-asylwerber/"	deleted       SentimentNegative  
923816	Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut	"http://derstandard.at/2000036040090/Details-zu-Praterstern-Vergewaltigung-Opfer-gezielt-abgepasst  
http://diepresse.com/home/panorama/wien/4973083/Praterstern_Studentin-von-drei-Jugendlichen-vergewaltigt
http://diepresse.com/home/panorama/oesterreich/4973294/Sexualdelikte_Ueberhang-bei-afghanischen-Taetern?from=simarchiv
 
Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind? Wer hat diese Jugendlichen betreut und wieviel Geld wurde für diese Betreuung bezahlt? Wie schaut die teure Betreuung in der Praxis aus? Darüber wird nicht berichtet."	deleted							SentimentNegative			"Frauen sind nicht einmal in einem abgesperrten Damenklo sicher, weil dieses offenbar von außen mit einer Münze wieder geöffnet werden kann. Das wissen im Gegensatz zu den meisten Österreichern die unbegleiteten minderjährigen Migranten (also doch gut http://derstandard.at/2000036040090/Details-zu-Praterstern-Vergewaltigung-Opfer-gezielt-abgepasst  
http://diepresse.com/home/panorama/wien/4973083/Praterstern_Studentin-von-drei-Jugendlichen-vergewaltigt
http://diepresse.com/home/panorama/oesterreich/4973294/Sexualdelikte_Ueberhang-bei-afghanischen-Taetern?from=simarchiv
 
Für unbegleitete minderjährige Migranten werden 97 Euro pro Tag an Betreuungseinrichtungen bezahlt. Wurden auch diese Täter so betreut, dass sie um Mitternacht am Praterstern unterwegs sind? Wer hat diese Jugendlichen betreut und wieviel Geld wurde für diese Betreuung bezahlt? Wie schaut die teure Betreuung in der Praxis aus? Darüber wird nicht berichtet."	deleted       SentimentNegative  
227362		"Nein, es scheitert sowohl an fehlendem Mut (getrieben von der Angst nicht mehr am Troge Platz nehmen zu dürfen) als auch an Ideenlosigkeit.

Vielleicht hilfts ja, wenn sich die SPÖ-Führung eben dort - am Gründungspunkt der SPÖ - trifft um wieder mal ihres Ursprungs zu gedenken."	online	ArgumentsUsed		Inappropriate					SentimentNeutral		" Nein, es scheitert sowohl an fehlendem Mut (getrieben von der Angst nicht mehr am Troge Platz nehmen zu dürfen) als auch an Ideenlosigkeit.

Vielleicht hilfts ja, wenn sich die SPÖ-Führung eben dort - am Gründungspunkt der SPÖ - trifft um wieder mal ihres Ursprungs zu gedenken."	online ArgumentsUsed  Inappropriate     SentimentNeutral 
923645	Er wirds auch noch lernen...	Hände falten, Goschn haltn	deleted							SentimentNegative			Er wirds auch noch lernen... Hände falten, Goschn haltn	deleted       SentimentNegative  
923644		Schutz suchend - die österreichische Frauenwelt.	deleted								SentimentNeutral		 Schutz suchend - die österreichische Frauenwelt.	deleted        SentimentNeutral 
923643		Und sofort nach der Verhaftung auf die Krankenstation.	online		Discriminating					SentimentNegative			 Und sofort nach der Verhaftung auf die Krankenstation.	online  Discriminating     SentimentNegative  
923642	Wahrscheinlich hat die Beamtin geglaubt,	"dass er den Anweisungen einer Frau Folge leisten würde und den Armen damit erst recht provoziert.
 Da hat er halt gemäß seiner Sozialisierung reagieren müssen um seine ""Ehre"" zu bewahren."	deleted		Discriminating					SentimentNegative			"Wahrscheinlich hat die Beamtin geglaubt, dass er den Anweisungen einer Frau Folge leisten würde und den Armen damit erst recht provoziert.
 Da hat er halt gemäß seiner Sozialisierung reagieren müssen um seine ""Ehre"" zu bewahren."	deleted  Discriminating     SentimentNegative  
923641	Beamtin und muslimischer Häftling in der Krankenstation	Der Justizwache scheint es an Sensibilität für die Herkunftstraditionen und den soziokulturellen Hintergrund der Häftlinge zu mangeln.	online							SentimentNegative			Beamtin und muslimischer Häftling in der Krankenstation Der Justizwache scheint es an Sensibilität für die Herkunftstraditionen und den soziokulturellen Hintergrund der Häftlinge zu mangeln.	online       SentimentNegative  
923640	Er soll, wie lieb	so liest sich das dann richtig berichtet: http://www.krone.at/Oesterreich/Sextaeter_vom_Praterstern_attackiert_Justizbeamtin-In_Haft_ausgerastet-Story-507820	deleted							SentimentNegative			Er soll, wie lieb so liest sich das dann richtig berichtet: http://www.krone.at/Oesterreich/Sextaeter_vom_Praterstern_attackiert_Justizbeamtin-In_Haft_ausgerastet-Story-507820	deleted       SentimentNegative  
923639		Na hoffentlich stolperte er bei der Übersiedlung.	deleted							SentimentNegative			 Na hoffentlich stolperte er bei der Übersiedlung.	deleted       SentimentNegative  
223132		"aber nur beim Festnetz..
bei den MobilTarifen wird streng limitiert..."	online	ArgumentsUsed							SentimentNeutral		" aber nur beim Festnetz..
bei den MobilTarifen wird streng limitiert..."	online ArgumentsUsed       SentimentNeutral 
923548		Das ist Standard. In etwa so, wie wenn ein Arbeitnehmer, eine Arbeitnehmerin, der/dem der Kollektivlohn vorenthalten wurde, diesen einklagt. Jede/r FotografIn in der Situation mit einem Minum an Rechtswissen würde so vorgehen.	online	ArgumentsUsed							SentimentNeutral		 Das ist Standard. In etwa so, wie wenn ein Arbeitnehmer, eine Arbeitnehmerin, der/dem der Kollektivlohn vorenthalten wurde, diesen einklagt. Jede/r FotografIn in der Situation mit einem Minum an Rechtswissen würde so vorgehen.	online ArgumentsUsed       SentimentNeutral 
226978		http://de.memory-alpha.wikia.com/wiki/Tribble	online				OffTopic				SentimentNeutral		 http://de.memory-alpha.wikia.com/wiki/Tribble	online    OffTopic    SentimentNeutral 
923281		Was sind Ihre persoenlichen Erfahrungen?	online		Discriminating						SentimentNeutral		 Was sind Ihre persoenlichen Erfahrungen?	online  Discriminating      SentimentNeutral 
227071		"Der ""echte"" Mr. Bean ist lustiger."	online			Inappropriate	OffTopic			SentimentNegative			" Der ""echte"" Mr. Bean ist lustiger."	online   Inappropriate OffTopic   SentimentNegative  
227074		Jetzt müssens mir als Anwohner bloß noch sagen bei welcher Partei ich Mitglied bin.	online								SentimentNeutral		 Jetzt müssens mir als Anwohner bloß noch sagen bei welcher Partei ich Mitglied bin.	online        SentimentNeutral 
922955		"Na und jetzt darf man die Frage stellen :
 Cui Bono?

Mal die Türkei, oder die mit den Präzessionsbomben fragen."	deleted				OffTopic			SentimentNegative			" Na und jetzt darf man die Frage stellen :
 Cui Bono?

Mal die Türkei, oder die mit den Präzessionsbomben fragen."	deleted    OffTopic   SentimentNegative  
228481		Faktisch wird fast gar nicht abgeschoben. Darin liegt ja ein wesentlicher Teil der Problematik.	online	ArgumentsUsed							SentimentNeutral		 Faktisch wird fast gar nicht abgeschoben. Darin liegt ja ein wesentlicher Teil der Problematik.	online ArgumentsUsed       SentimentNeutral 
923647	Fassungslos	"1.) Rechte hat man nicht, die erarbeitet man sich

2.) Jemand, der hier her kommt, Frauen vergewaltigt und auf weibliche Justizbeamte losgeht, hat seine Rechte verwirkt

3.) ""Wir sind als Justiz absolut verpflichtet, Persönlichkeitsrechte und die Verschwiegenheitspflicht zu wahren – bei einem Jugendlichen ganz besonders"" - das ist alles, was denen dazu einfällt? Kein Wunder, dass sich diese Leute hier wohl fühlen, so vorsichtig wie mit ihnen umgegangen wird hier."	deleted							SentimentNegative			"Fassungslos 1.) Rechte hat man nicht, die erarbeitet man sich

2.) Jemand, der hier her kommt, Frauen vergewaltigt und auf weibliche Justizbeamte losgeht, hat seine Rechte verwirkt

3.) ""Wir sind als Justiz absolut verpflichtet, Persönlichkeitsrechte und die Verschwiegenheitspflicht zu wahren – bei einem Jugendlichen ganz besonders"" - das ist alles, was denen dazu einfällt? Kein Wunder, dass sich diese Leute hier wohl fühlen, so vorsichtig wie mit ihnen umgegangen wird hier."	deleted       SentimentNegative  
921399		"*facepalm*
auch wenn ich mich wiederhole: ihr 2. absatz ist schlichtweg kein stichhaltiges argument - daher gibt's auch nichts mehr weiter dazu zu sagen."	online			Inappropriate				SentimentNegative			" *facepalm*
auch wenn ich mich wiederhole: ihr 2. absatz ist schlichtweg kein stichhaltiges argument - daher gibt's auch nichts mehr weiter dazu zu sagen."	online   Inappropriate    SentimentNegative  
920774		Könnte man seitens des ORFs nicht mal die Option auf Stadionton ohne Kommentar anbieten? Die 60 Sekunden, nachdem König endlich aus der Leitung flog und der Studiokasperl übernommen hat, waren echt eine Wohltat.	online				OffTopic			SentimentNegative			 Könnte man seitens des ORFs nicht mal die Option auf Stadionton ohne Kommentar anbieten? Die 60 Sekunden, nachdem König endlich aus der Leitung flog und der Studiokasperl übernommen hat, waren echt eine Wohltat.	online    OffTopic   SentimentNegative  
228583		1:0 und ein paar Elfer können auch reichen.	online	ArgumentsUsed							SentimentNeutral		 1:0 und ein paar Elfer können auch reichen.	online ArgumentsUsed       SentimentNeutral 
228593		Naja man sucht den nächsten Ort, an dem man auch menschenwürdig leben kann.	online	ArgumentsUsed							SentimentNeutral		 Naja man sucht den nächsten Ort, an dem man auch menschenwürdig leben kann.	online ArgumentsUsed       SentimentNeutral 
230797	Und die sind in Mazedonien besser?		online								SentimentNeutral			online        SentimentNeutral 
231262	Vorrangig	Mauern und Uäune böten sich dafür an, um aus Vorarlberg einen großen Alpenzoo zu machen ...	deleted	ArgumentsUsed				PersonalStories			SentimentNeutral		Vorrangig Mauern und Uäune böten sich dafür an, um aus Vorarlberg einen großen Alpenzoo zu machen ...	deleted ArgumentsUsed    PersonalStories   SentimentNeutral 
911022		"ist sicher kein massenphänomen aber - wenns stimmt - ziemlich ärgerlich
stonebridge meint das da. und bei der sva blechens für jeden arztbesuch
http://www.krone.at/Wien/Afghanisches_Paar_kassiert_5682_Euro_fuer_Grossfamilie-Zehntes_Kind_geplant-Story-506614"	online			Inappropriate				SentimentNegative			" ist sicher kein massenphänomen aber - wenns stimmt - ziemlich ärgerlich
stonebridge meint das da. und bei der sva blechens für jeden arztbesuch
http://www.krone.at/Wien/Afghanisches_Paar_kassiert_5682_Euro_fuer_Grossfamilie-Zehntes_Kind_geplant-Story-506614"	online   Inappropriate    SentimentNegative  
910993	Jaja, der Notfallsparplan....Eine echte Zwickmühle für Athen.	"Er träte nur ein, wenn die Regierung ihre Hausaufgaben schlecht oder gar nicht umsetzt. Macht sie es gut, dann passiert gar nix.
Aber wie kann man in dem Fall dagegen sein? Das ist die große Frage.
Ich meine ohne damit zuzugeben, dass man gar nicht die Absicht hat, die Abmachungen einzuhalten.....

Zeit, dass Zipras endlich kapiert, dass er nur zwei Alternativen hat - die Vereinbarungen zu erfüllen oder Grexit. 
Sein ""...seht her, wie böse alle sind.. der Finanzminister sieht keinen Ausweg... kann nur mehr zurücktreten"" zieht nicht nicht mehr! Genau so wenig, wie ein Putin-Besuch, eine Flüchtlingskeule, Reparationsforderungen aus WK2, ""Oxi!"" Referendum oder sonst was.

Ärmel hochkrempeln und anpacken! Damit geht's."	online				OffTopic				SentimentNeutral		"Jaja, der Notfallsparplan....Eine echte Zwickmühle für Athen. Er träte nur ein, wenn die Regierung ihre Hausaufgaben schlecht oder gar nicht umsetzt. Macht sie es gut, dann passiert gar nix.
Aber wie kann man in dem Fall dagegen sein? Das ist die große Frage.
Ich meine ohne damit zuzugeben, dass man gar nicht die Absicht hat, die Abmachungen einzuhalten.....

Zeit, dass Zipras endlich kapiert, dass er nur zwei Alternativen hat - die Vereinbarungen zu erfüllen oder Grexit. 
Sein ""...seht her, wie böse alle sind.. der Finanzminister sieht keinen Ausweg... kann nur mehr zurücktreten"" zieht nicht nicht mehr! Genau so wenig, wie ein Putin-Besuch, eine Flüchtlingskeule, Reparationsforderungen aus WK2, ""Oxi!"" Referendum oder sonst was.

Ärmel hochkrempeln und anpacken! Damit geht's."	online    OffTopic    SentimentNeutral 
910989		"Es ist schon zu spät, die Fehler der Vergangenheit auszubessern. Bis jetzt hat Integration immer bedeutet uns an die Zuwandere anzupassen und nicht wie man es erwarten würde die Zuwandere an uns anzupassen.
Das hat jetzt den ausser Acht gelassenen Nebeneffekt, dass erstens irgendwann jeder an der Gerenze ist, wie weit er sein Leben der anderen Kultur angleichen will aber viel schlimmer für die inzwischen 3-4 Generationen Zuwanderer, steht plötzlich die Welt Kopf, weil plötzlich müssen sie sich an die nächste Welle Zuwandwere anpassen und anpassen mussten sie sich bis jetzt ja noch nie. Sie werden von heute auf Morgen als integriert erklärt u.es geht nur noch um d. Flüchtlinge.Jetzt müssen sie sich die Nische nicht nur teilen sondern abgeben"	online							SentimentNegative			" Es ist schon zu spät, die Fehler der Vergangenheit auszubessern. Bis jetzt hat Integration immer bedeutet uns an die Zuwandere anzupassen und nicht wie man es erwarten würde die Zuwandere an uns anzupassen.
Das hat jetzt den ausser Acht gelassenen Nebeneffekt, dass erstens irgendwann jeder an der Gerenze ist, wie weit er sein Leben der anderen Kultur angleichen will aber viel schlimmer für die inzwischen 3-4 Generationen Zuwanderer, steht plötzlich die Welt Kopf, weil plötzlich müssen sie sich an die nächste Welle Zuwandwere anpassen und anpassen mussten sie sich bis jetzt ja noch nie. Sie werden von heute auf Morgen als integriert erklärt u.es geht nur noch um d. Flüchtlinge.Jetzt müssen sie sich die Nische nicht nur teilen sondern abgeben"	online       SentimentNegative  
909257	Rot nicht, aber...	Maischberger war sehr eng mit Grasser und Grasser, ja - der Grasser wäre in 2006 beinahe ÖVP-Chef geworden - da fehlte nicht viel!	online			Inappropriate				SentimentNegative			Rot nicht, aber... Maischberger war sehr eng mit Grasser und Grasser, ja - der Grasser wäre in 2006 beinahe ÖVP-Chef geworden - da fehlte nicht viel!	online   Inappropriate    SentimentNegative  
909246		Genau, eine Demütigung für die Ungarn wenn das Kollerteam über sie drüberfährt, nachdem die Österreicher gegen die Niederlande verloren haben.	online	ArgumentsUsed						SentimentNegative			 Genau, eine Demütigung für die Ungarn wenn das Kollerteam über sie drüberfährt, nachdem die Österreicher gegen die Niederlande verloren haben.	online ArgumentsUsed      SentimentNegative  
908931		EU Bürger schon....	online								SentimentNeutral		 EU Bürger schon....	online        SentimentNeutral 
908684		die nato hat sich noch nie um völkerrecht gescherrt, das gilt nur für die anderen.	online								SentimentNeutral		 die nato hat sich noch nie um völkerrecht gescherrt, das gilt nur für die anderen.	online        SentimentNeutral 
907656		Wäre schön, wenn auch einmal die Politik auf diese im Kern schon lange bekannten Fakten reagieren würde und wenigstens die Subventionen für Massentierhaltung streichen würde.	online					PersonalStories				SentimentPositive	 Wäre schön, wenn auch einmal die Politik auf diese im Kern schon lange bekannten Fakten reagieren würde und wenigstens die Subventionen für Massentierhaltung streichen würde.	online     PersonalStories    SentimentPositive
923646		nach afghanistan hoffentlich	online							SentimentNegative			 nach afghanistan hoffentlich	online       SentimentNegative  
923648		Eine Verlegung nach Afghanistan kommt nicht in Frage?	online							SentimentNegative			 Eine Verlegung nach Afghanistan kommt nicht in Frage?	online       SentimentNegative  
904527		"Super-endlich gibt's genug Missionare, die uns den einzig wahren und richtigen Glauben näherbringen.

Wieviele gibt's davon in Österreich? (offiziell und inoffiziell)"	online								SentimentNeutral		" Super-endlich gibt's genug Missionare, die uns den einzig wahren und richtigen Glauben näherbringen.

Wieviele gibt's davon in Österreich? (offiziell und inoffiziell)"	online        SentimentNeutral 
923665		seitwann wird Gewalt von denen Befürwortet? das seid eher ihr rechten die nach immer mehr Hass und Gewalt verlangt. Aber ihr wollt das Gewaltmonopol	deleted								SentimentNeutral		 seitwann wird Gewalt von denen Befürwortet? das seid eher ihr rechten die nach immer mehr Hass und Gewalt verlangt. Aber ihr wollt das Gewaltmonopol	deleted        SentimentNeutral 
923679	die Beamtin	"sollte verwarnt werden. Eine derartige Ignoranz gegenüber fremden Bräuchen grenzt ja fast schon an Ra55i5mus. 
Was sagt übrigens Zara dazu? Gabs schon eine Presseaussendung zu diesem Skandal?"	deleted								SentimentNeutral		"die Beamtin sollte verwarnt werden. Eine derartige Ignoranz gegenüber fremden Bräuchen grenzt ja fast schon an Ra55i5mus. 
Was sagt übrigens Zara dazu? Gabs schon eine Presseaussendung zu diesem Skandal?"	deleted        SentimentNeutral 
923678	ich denke	bei so einem Typen waere der Massnahmenvollzug mehr geeignet.	online	ArgumentsUsed							SentimentNeutral		ich denke bei so einem Typen waere der Massnahmenvollzug mehr geeignet.	online ArgumentsUsed       SentimentNeutral 
923677	natürlich war/ist er sozialisiert	aber eben in Afghanistan und nicht in Österreich	online							SentimentNegative			natürlich war/ist er sozialisiert aber eben in Afghanistan und nicht in Österreich	online       SentimentNegative  
923676	...irr ?...		deleted								SentimentNeutral			deleted        SentimentNeutral 
923675		das fehlt leider 64,9% der Bevölkerung offensichtlich auch	online							SentimentNegative			 das fehlt leider 64,9% der Bevölkerung offensichtlich auch	online       SentimentNegative  
923674		"So wie dem Häftling die Sensibilität für österreichisches Recht fehlt?
Oder hab ich den Witz nicht verstanden?"	online							SentimentNegative			" So wie dem Häftling die Sensibilität für österreichisches Recht fehlt?
Oder hab ich den Witz nicht verstanden?"	online       SentimentNegative  
923673	Ich fordere eine gerechte Strafe.	Drei Monate bedingt wird er schon bekommen.	online			Inappropriate				SentimentNegative			Ich fordere eine gerechte Strafe. Drei Monate bedingt wird er schon bekommen.	online   Inappropriate    SentimentNegative  
